Window,ExpID,Case,Algo,timeslot sec,timeslot mil,IAT,IPG Avg,IPG Avg GT100,IAT GT100,Throughput,Total Packets,Total Packet GT100,10p Length,20p Length,30p Length,40p Length,50p Length,60p Length,70p Length,80p Length,90p Length,Single EMA,CUSUM,Double EMA,P1203,P1203C,P1203N
5,7,Driving-7,bba,215,215000,4.953600883,0.007900479878,0.01185860192,4.945037,2638547.2,628,418,52,52,52,257,632.5,2948,5844,5844,5844,4.270871546,1281.410526,3231.128252,2.0185,Average,2
5,7,Driving-7,bba,220,220000,4.941599131,0.006921007186,0.007477767025,4.172594,2943296,715,559,52,52,1500,2948,2948,2948,2948,4396,4396,4.873152142,1729.805192,4257.98332,1.97,Poor,1
5,7,Driving-7,bba,225,225000,4.607864141,0.005869890626,0.005067187602,3.106186,4469752,786,614,52,52,1500,2948,2948,4396,5844,5844,7292,3.667767022,1781.518601,4840.90457,1.9245,Poor,1
5,7,Driving-7,bba,230,230000,4.864169121,0.007184887918,0.006246465021,3.035782,3555254.4,678,487,52,52,257,1500,4396,5844,5844,5844,5844,3.624694593,1381.998033,3656.438114,1.871,Poor,1
5,8,Driving-7,elastic,0,0,4.078366995,0.01196002051,0.01301069329,4.072347,1561355.2,342,314,754,2948,2948,2948,2948,2948,2948,2948,4396,3.570358949,844.0058913,1415.274876,2.166,Average,2
5,8,Driving-7,elastic,5,5000,4.281336069,0.01403716744,0.01471249485,4.281336,2940822.4,306,292,1500,2948,4396,4396,5844,7292,8740,8740,10188,3.700831811,788.8667099,1244.587514,2.924,Average,2
5,8,Driving-7,elastic,10,10000,4.666586161,0.007027991206,0.007185064815,4.655922,5028283.2,665,649,1500,2948,4396,4396,4396,4396,5844,7292,7292,4.907050679,1293.996955,3482.287536,3.484,Good,3
5,8,Driving-7,elastic,15,15000,4.992070913,0.009750138503,0.01031419628,4.992071,5176403.2,513,485,1500,2948,4396,5844,5844,7292,7292,7292,10188,4.204687805,1203.602309,2499.747156,3.72,Good,3
5,8,Driving-7,elastic,20,20000,4.291157961,0.005736842194,0.005900020633,4.289315,6541691.2,749,728,1500,2948,4396,4396,4396,4396,5844,5844,10188,4.360713813,1866.136425,4641.282266,3.870333333,Good,3
5,8,Driving-7,elastic,25,25000,4.879304886,0.006488437348,0.006618237057,4.857786,5676024,753,735,1500,2948,4396,4396,4396,4396,5844,5844,5844,6.431940832,1608.619072,4416.454313,3.969333333,Good,3
5,8,Driving-7,elastic,30,30000,4.172322035,0.006064421562,0.0063217,4.172322,6242016,689,661,1500,4396,4396,5844,5844,7292,7292,7292,7292,3.808771858,1345.555658,3695.392713,4.035,Excellent,4
5,8,Driving-7,elastic,35,35000,4.758068085,0.008189445929,0.008096585895,4.477412,5201494.4,582,554,1500,2948,4396,5844,5844,7292,7292,7292,7292,4.220592968,1247.79577,2920.241401,4.089,Excellent,4
5,8,Driving-7,elastic,40,40000,4.626823902,0.007309358455,0.007523291057,4.626824,5957067.2,634,616,1500,4396,4396,5844,5844,7292,7292,7292,7292,4.372134146,1332.135824,3319.113449,4.135,Excellent,4
5,8,Driving-7,elastic,45,45000,4.686297894,0.007657349499,0.007558515679,4.338588,4199382.4,613,575,1500,2948,2948,2948,4396,4396,4396,4396,5844,4.100057065,1461.28003,3316.327909,4.188666667,Excellent,4
5,8,Driving-7,elastic,50,50000,4.998034954,0.008753126014,0.009272792208,4.998035,4522329.6,572,540,1500,2948,2948,2948,4396,5844,5844,7292,8740,4.198388755,1195.522956,2810.937974,4.250333333,Excellent,4
5,8,Driving-7,elastic,55,55000,4.916501045,0.01073471844,0.01143372326,4.916501,4236744,459,431,1500,2948,4396,5844,5844,5844,7292,7292,8740,4.317950593,1193.573061,2228.176555,4.281333333,Excellent,4
5,8,Driving-7,elastic,60,60000,4.45058012,0.01960607982,0.01890603665,3.611053,944259.2,228,192,52,1500,1500,2948,2948,2948,2948,2948,5844,3.74235235,827.9311807,1076.162112,4.299,Excellent,4
5,8,Driving-7,elastic,65,65000,4.227686882,0.03108593296,0.02303091667,2.487339,437307.2,137,109,52,60,1500,1500,2948,2948,2948,2948,2948,2.682565305,404.1137702,491.8776276,4.131,Excellent,4
5,8,Driving-7,elastic,70,70000,4.625470877,0.05506512948,0.06296107143,3.52582,224145.6,85,57,52,52,52,1500,1500,2948,2948,2948,2948,1.656432846,221.9618495,254.6026005,3.752,Good,3
5,8,Driving-7,elastic,75,75000,4.935872078,0.06494568524,0.1410249143,4.935872,143564.8,77,36,52,52,52,52,60,1500,2821,2948,2948,5.737373768,184.3541391,211.0720634,3.376,Good,3
5,8,Driving-7,elastic,80,80000,4.921863079,0.08634847507,0.1822912222,4.921863,125112,58,28,52,52,52,52,56,2948,2948,2948,2948,5.239388313,143.7438097,158.319527,3.07,Good,3
5,8,Driving-7,elastic,85,85000,4.922766924,0.07573487575,0.1450641786,4.061797,107504,66,29,52,52,52,52,52,1260,1500,2948,2948,1.495750443,166.2409158,185.3805321,2.9255,Average,2
5,8,Driving-7,elastic,90,90000,4.812360048,0.05798024155,0.1163415946,4.304639,126940.8,84,38,52,52,52,52,52,1260,1500,2446,2948,1.576379742,203.8069382,235.7989925,2.729333333,Average,2
5,8,Driving-7,elastic,95,95000,4.35302496,0.06218607085,0.1124520833,4.048275,146560,71,37,52,52,52,52,1214,1500,2948,2948,2948,3.604323114,159.7791715,182.3637345,2.624,Average,2
5,8,Driving-7,elastic,100,100000,4.827192068,0.07785793658,0.1924120455,4.233065,99905.6,63,23,52,52,52,52,52,52,2446,2948,2948,1.438656475,152.8430042,170.2268688,2.5725,Average,2
5,8,Driving-7,elastic,105,105000,4.562959194,0.04609049691,0.0717339322,4.232302,239936,100,60,52,52,52,660,1500,2290,2948,2948,2948,6.898108214,250.1362593,296.2250037,2.388,Average,2
5,8,Driving-7,elastic,110,110000,4.651270151,0.02291266084,0.02887337255,4.417626,756305.6,204,154,52,52,1603,2948,2948,2948,2948,2948,2948,10.87073997,444.3084641,645.0895043,2.340333333,Average,2
5,8,Driving-7,elastic,115,115000,4.583591223,0.02882761775,0.02690253982,3.039987,618294.4,160,114,52,52,1260,2948,2948,2948,2948,2948,4396,2.897422146,439.9122152,561.1288252,2.33025,Average,2
5,8,Driving-7,elastic,120,120000,4.611715078,0.02135053277,0.02159353797,3.411779,963302.4,217,159,52,52,1603,2948,2948,2948,2948,4396,5844,3.017047629,500.6202257,727.8212445,2.373666667,Average,2
5,8,Driving-7,elastic,125,125000,4.693001032,0.01971849173,0.02557078571,4.653883,1099110.4,239,183,52,52,1603,2948,2948,2948,2948,4396,5844,6.21950927,461.6866031,739.1927591,2.428333333,Average,2
5,8,Driving-7,elastic,130,130000,4.994360924,0.02249712128,0.02972833929,4.994361,1110548.8,223,169,52,52,2446,2948,2948,2948,2948,5844,7292,3.848954826,663.6360917,902.3209036,2.483333333,Average,2
5,8,Driving-7,elastic,135,135000,4.969141006,0.02189048902,0.03048552761,4.969141,1099736,228,164,52,52,1492,2948,2948,2948,4396,4961,5844,3.834910194,604.2577176,854.7415981,2.520666667,Average,2
5,8,Driving-7,elastic,140,140000,4.219166994,0.02280630808,0.02697084252,3.425297,894094.4,186,128,52,52,60,2446,2948,2948,4396,5844,7292,2.939484842,540.7041547,705.4972389,2.484,Average,2
5,8,Driving-7,elastic,145,145000,4.704013109,0.01866671869,0.0124529697,2.465688,1458992,253,199,52,52,2948,2948,2948,4396,4396,5844,8740,3.052941223,565.5326798,876.1468909,2.502333333,Average,2
5,8,Driving-7,elastic,150,150000,4.95610404,0.01763738093,0.01783868599,3.692608,1855870.4,282,208,52,52,1500,2948,2948,4396,5844,5844,8740,2.811294723,542.2040527,930.1822145,2.532666667,Average,2
5,8,Driving-7,elastic,155,155000,4.589344978,0.009955195181,0.01151721159,4.572333,2780072,462,398,52,1500,2948,2948,2948,4396,5844,5844,7292,5.377772584,962.3959641,2013.150145,2.575,Average,2
5,8,Driving-7,elastic,160,160000,4.608067989,0.01700394092,0.01162540376,2.476211,1396731.2,272,214,52,52,2948,2948,2948,4396,4396,5844,5844,2.890450474,631.9888783,991.5199057,2.605333333,Average,2
5,8,Driving-7,elastic,165,165000,4.868083,0.01229313889,0.01364248101,4.311024,2103006.4,397,317,52,60,2948,2948,2948,2948,4396,5844,7292,3.802676768,1028.430636,1800.246575,2.6035,Average,2
5,8,Driving-7,elastic,170,170000,4.203867912,0.01469883885,0.01224660268,2.743239,1747779.2,287,225,52,52,2948,2948,2948,4396,5844,7292,8740,2.692976414,576.5906203,978.3750052,2.604333333,Average,2
5,8,Driving-7,elastic,175,175000,4.611819983,0.01233106947,0.01360986039,4.191837,2409488,375,309,52,1500,2948,2948,4396,5844,5844,5844,5844,3.921430566,1072.359354,1759.146199,2.612,Average,2
5,8,Driving-7,elastic,180,180000,4.608350039,0.02184052151,0.01644691111,2.220333,1276291.2,212,136,52,52,52,1500,2948,4396,5844,7292,8740,2.774211176,543.9852362,760.0954004,2.640666667,Average,2
5,8,Driving-7,elastic,185,185000,4.864763021,0.0143503334,0.01677586486,4.344949,2793843.2,340,260,52,52,2184,2948,5844,7292,7292,8740,10188,3.699400439,840.0306327,1404.540713,2.6615,Average,2
5,8,Driving-7,elastic,190,190000,4.444166899,0.01683396553,0.01248274747,2.471584,1937358.4,265,199,52,52,2446,3314,5844,5844,7292,7292,7292,2.588464391,535.5614779,877.3658789,2.6965,Average,2
5,8,Driving-7,elastic,195,195000,4.864677906,0.01871029964,0.01537990449,2.737623,806660.8,261,179,52,52,52,2948,2948,2948,2948,2948,2948,2.669309722,519.1671102,850.6756474,2.695333333,Average,2
5,8,Driving-7,elastic,200,200000,4.607914925,0.01919964552,0.02564129518,4.256455,1269321.6,241,167,52,52,60,2948,2948,2948,4396,5844,8740,3.171560179,623.4970951,904.0621408,2.689,Average,2
5,8,Driving-7,elastic,205,205000,4.867308855,0.02362771289,0.01734800806,2.151153,941134.4,207,125,52,52,52,612,2948,2948,2948,5844,7292,2.542225857,461.6968133,668.229855,2.685666667,Average,2
5,8,Driving-7,elastic,210,210000,4.621958971,0.02054203987,0.03015228369,4.251472,935937.6,226,142,52,52,52,1500,2948,2948,2948,2948,7292,4.389311029,503.5641289,750.5686928,2.683,Average,2
5,8,Driving-7,elastic,215,215000,4.864192009,0.03657287225,0.03780673077,1.96595,256742.4,134,53,52,52,52,52,52,60,2948,2948,2948,1.952780805,289.8968289,374.7778844,2.660333333,Average,2
5,8,Driving-7,elastic,220,220000,4.73606205,0.02505852936,0.03999727184,4.119719,478048,190,104,52,52,52,52,2184,2948,2948,2948,2948,4.317460171,457.2883863,630.4116712,2.605,Average,2
5,8,Driving-7,elastic,225,225000,4.864438057,0.02533561488,0.02288805941,2.311694,680748.8,193,102,52,52,52,52,1500,2948,2948,2948,7292,2.468856256,431.3100095,610.3569286,2.5825,Average,2
5,9,Driving-6,elastic,0,0,4.20004487,0.01584922593,0.01839236842,4.19346,1447624,266,229,52,1260,1922,2948,2948,2948,4396,5844,7292,3.232667816,571.1020813,915.2041358,2.28125,Average,2
5,9,Driving-6,elastic,5,5000,4.997248888,0.01086358454,0.01115457366,4.997249,3217236.8,461,449,2948,2948,2948,2948,2948,4396,5844,5844,7770,4.581584842,1325.005743,2367.468004,3.003666667,Good,3
5,9,Driving-6,elastic,10,10000,4.609844923,0.007113958215,0.007248183962,4.609845,4591996.8,649,637,1500,2948,2948,2948,4396,4396,5844,7292,7292,4.406808694,1547.573955,3628.400804,3.511,Good,3
5,9,Driving-6,elastic,15,15000,3.9131639,0.007748839407,0.008190280922,3.906764,4508681.6,506,478,1500,2948,4396,5844,5844,7292,7292,7292,7292,3.883405475,935.5808692,2198.857365,3.762333333,Good,3
5,9,Driving-6,elastic,20,20000,3.830439091,0.008928762449,0.00842110219,3.461073,3798003.2,430,412,1500,2948,4396,4396,5844,5844,5844,5844,8248.5,3.393774467,929.5503447,1838.318192,3.956,Good,3
5,9,Driving-6,elastic,25,25000,4.778218031,0.005995254744,0.005845949807,4.542303,6104539.2,798,778,2446,2948,2948,4396,4396,4396,5844,5844,8740,4.475135814,2206.844777,5356.837086,4.063666667,Excellent,4
5,9,Driving-6,elastic,30,30000,4.871649027,0.006326816918,0.006583309459,4.871649,5127625.6,771,741,1500,2948,2948,2948,4396,4396,4396,5844,5844,4.422765858,1892.971591,4834.704872,4.1325,Excellent,4
5,9,Driving-6,elastic,35,35000,4.675906181,0.005044127488,0.004690779623,4.235774,7106030.4,928,904,1500,2948,2948,4396,4396,4874,5844,5844,7292,4.391667632,2347.820499,6616.354232,4.189333333,Excellent,4
5,9,Driving-6,elastic,40,40000,4.793900013,0.009587800026,0.009195425,4.413804,4828993.6,501,481,1500,2948,4396,5844,5844,7292,7292,7292,8740,4.129798596,1261.516865,2496.413226,4.2305,Excellent,4
5,9,Driving-6,elastic,45,45000,4.723863125,0.01769237125,0.01023602128,2.405465,2132976,268,236,52,1500,1978,2948,2948,2948,4170,12381,14532,3.024018831,786.5003603,1133.745578,4.251,Excellent,4
5,9,Driving-6,elastic,50,50000,4.976509094,0.01758483779,0.01920304247,4.973588,1532988.8,284,260,530,1500,1500,2948,2948,2948,2948,7292,7292,2.771779677,695.8440585,1087.917899,4.25,Excellent,4
5,9,Driving-6,elastic,55,55000,4.952365875,0.02879282486,0.03301577333,4.952366,911846.4,173,151,52,1500,2948,2948,2948,2948,2948,2948,4396,12.25594433,376.5252368,520.030287,3.8745,Good,3
5,9,Driving-6,elastic,60,60000,4.975758076,0.03949014346,0.05408432609,4.975758,409731.2,127,93,52,52,1500,2948,2948,2948,2948,2948,2948,3.977464313,217.4814467,294.0990678,3.093,Good,3
5,9,Driving-6,elastic,65,65000,4.371895075,0.0514340597,0.07803865455,4.292126,246313.6,86,56,52,52,52,1603,2948,2948,2948,2948,2948,1.426061069,182.617099,216.4909289,2.543,Average,2
5,9,Driving-6,elastic,70,70000,4.099522114,0.05615783718,0.08236623256,3.541748,189448,74,44,52,52,52,60,1987.5,2948,2948,2948,2948,3.488412582,133.2785187,158.2597544,2.308,Average,2
5,9,Driving-6,elastic,75,75000,4.355986118,0.04786797932,0.08290233333,3.979312,192451.2,92,49,52,52,52,52,742.5,1603,2948,2948,2948,1.540118212,201.0275185,239.9672524,2.2315,Average,2
5,9,Driving-6,elastic,80,80000,4.352104902,0.05002419428,0.07942693617,3.733066,193212.8,88,48,52,52,52,52,1260,2446,2948,2948,2948,1.687987148,188.7556605,224.2815335,2.153333333,Average,2
5,9,Driving-6,elastic,85,85000,4.192015886,0.05374379341,0.08406241463,3.446559,177080,79,42,52,52,52,52,1260,2446,2948,2948,2948,6.560402503,144.5224702,173.1855216,2.11125,Average,2
5,9,Driving-6,elastic,90,90000,4.253744125,0.04674444094,0.08665373171,3.552803,176628.8,92,42,52,52,52,52,52,1603,2948,2948,2948,7.931594159,172.5722809,211.8976365,2.082333333,Average,2
5,9,Driving-6,elastic,95,95000,4.826400042,0.05678117696,0.1348152286,4.718533,147113.6,86,36,52,52,52,52,52,1260,2446,2948,2948,7.602755541,186.2555082,220.1845993,2.053,Average,2
5,9,Driving-6,elastic,100,100000,4.97505188,0.04783703731,0.07537957576,4.975052,304212.8,105,67,52,52,52,1603,2948,2948,2948,2948,2948,3.446865266,251.7935367,302.8616731,2.025,Average,2
5,9,Driving-6,elastic,105,105000,4.96297884,0.03161133019,0.04726646667,4.962979,449062.4,158,106,52,52,52,1500,2948,2948,2948,2948,2948,6.756151161,287.2492208,406.9326478,2.002,Average,2
5,9,Driving-6,elastic,110,110000,4.881206036,0.03904964828,0.06339228571,4.881206,332433.6,126,78,52,52,52,1260,2024.5,2948,2948,2948,2948,13.76559603,291.260251,366.0549499,1.986,Poor,1
5,9,Driving-6,elastic,115,115000,4.854398966,0.04045332472,0.06642953425,4.849356,373195.2,121,74,52,52,52,612,2446,2948,2948,2948,4396,5.485390501,351.1646109,419.106318,1.979333333,Poor,1
5,9,Driving-6,elastic,120,120000,4.523900986,0.04075586474,0.05424488235,2.766489,327491.2,112,52,52,52,52,52,52,1260,2446,2948,4396,1.803884127,255.2950788,313.7922399,1.971,Poor,1
5,9,Driving-6,elastic,125,125000,4.658365965,0.02098363047,0.02887173913,4.64835,1188825.6,223,162,52,52,1260,2446,2948,4396,4396,5844,5844,3.596721084,522.6408389,762.7407829,1.999333333,Poor,1
5,9,Driving-6,elastic,130,130000,4.474031925,0.01263850826,0.01256039,3.768117,2154563.2,355,301,52,1500,2948,2948,4396,4396,4396,5844,7292,3.684859864,879.5264916,1495.548385,2.065666667,Average,2
5,9,Driving-6,elastic,135,135000,4.811587095,0.01802092545,0.024057935,4.811587,1137438.4,268,201,52,52,1500,2948,2948,2948,4396,4396,4396,3.053895251,602.170666,951.2646491,2.131666667,Average,2
5,9,Driving-6,elastic,140,140000,4.595376968,0.01653013298,0.01775070561,3.798651,1751278.4,279,215,52,52,1500,2948,4396,4396,5844,5844,7292,3.426470937,729.2711716,1107.008677,2.152666667,Average,2
5,9,Driving-6,elastic,145,145000,4.499199152,0.01595460692,0.01759156034,4.081242,1701579.2,283,233,52,1500,2948,2948,4396,4396,5844,5844,5844,3.329157478,672.2871084,1061.781197,2.1795,Average,2
5,9,Driving-6,elastic,150,150000,4.96259594,0.01386199983,0.01563926786,4.378995,2037835.2,359,281,52,52,1922,2948,2948,2948,4396,4396,8740,3.42766471,862.8473036,1493.249064,2.215,Average,2
5,9,Driving-6,elastic,155,155000,4.983524799,0.0144869907,0.01564716071,4.381205,1544601.6,345,281,52,1380,2948,2948,2948,2948,2948,4396,4396,3.781175779,839.8668289,1421.437854,2.2285,Average,2
5,9,Driving-6,elastic,160,160000,4.495306015,0.01963015727,0.01628486127,2.817281,921515.2,230,174,52,52,2697,2948,2948,2948,2948,2948,4396,2.515816507,482.4057441,738.6419361,2.232333333,Average,2
5,9,Driving-6,elastic,165,165000,4.868072987,0.01386915381,0.01530505948,4.117061,1973160,352,270,52,52,2446,2948,2948,4396,4396,5844,7292,3.622343586,890.145164,1495.493737,2.246,Average,2
5,9,Driving-6,elastic,170,170000,4.159386873,0.01249065127,0.01062448699,2.857987,1751689.6,334,270,52,612,2948,2948,2948,4396,4396,4396,5844,2.89092711,607.752176,1154.464901,2.2625,Average,2
5,9,Driving-6,elastic,175,175000,4.882859945,0.01242458001,0.01373837771,4.437496,2331598.4,394,324,52,1500,2948,2948,2948,2948,4396,5844,8740,3.902087201,1037.695599,1797.598706,2.289,Average,2
5,9,Driving-6,elastic,180,180000,4.822563887,0.01602180693,0.01937016742,4.280807,1597064,302,222,52,52,1500,2948,2948,2948,4396,4396,7292,4.224797448,506.1232901,952.6080105,2.3,Average,2
5,9,Driving-6,elastic,185,185000,4.91168189,0.01395364173,0.01459619565,4.02855,2072726.4,353,277,52,52,1500,2948,2948,4170,4396,4396,7292,3.739088757,923.622709,1532.147302,2.320666667,Average,2
5,9,Driving-6,elastic,190,190000,4.805714846,0.009592245201,0.00974487935,4.200043,3400822.4,502,432,52,1603,2948,2948,4396,4396,4396,4396,10188,3.630418584,1103.48552,2344.954366,2.3745,Average,2
5,9,Driving-6,elastic,195,195000,4.611757994,0.01517025656,0.01072358065,2.327017,1631243.2,305,218,52,52,474,1500,2948,4396,4396,4396,5844,2.507874188,528.0855443,983.365297,2.389333333,Average,2
5,9,Driving-6,elastic,200,200000,4.996119976,0.0101341176,0.01203749517,4.983523,3628569.6,494,415,52,1500,2948,2948,4396,5844,5844,5844,8740,5.440012475,1436.552774,2635.018114,2.413,Average,2
5,9,Driving-6,elastic,205,205000,4.917823076,0.01373693597,0.01605061071,4.494171,2274056,359,281,52,52,2446,2948,4396,4396,4396,5844,8740,3.968326769,1119.701646,1747.53468,2.4835,Average,2
5,9,Driving-6,elastic,210,210000,4.351874113,0.01642216646,0.01753523729,3.103737,844222.4,266,178,52,52,52,2948,2948,2948,2948,2948,2948,3.301283731,618.5625613,962.1862586,2.4835,Average,2
5,9,Driving-6,elastic,215,215000,4.610457897,0.03316876185,0.03368772881,1.987576,319880,140,60,52,52,52,52,52,1380,2948,2948,4396,2.005521389,306.5472667,399.3919107,2.404666667,Average,2
5,9,Driving-6,elastic,220,220000,4.732319117,0.0309301903,0.05770841791,3.866464,327145.6,154,68,52,52,52,52,52,1500,2948,2948,2948,2.353208381,361.5486069,474.2132492,2.352,Average,2
5,9,Driving-6,elastic,225,225000,4.979953051,0.02553822077,0.04312475258,4.183101,531628.8,196,98,52,52,52,52,595.5,2948,2948,2948,4396,2.707672397,479.2852917,663.6426061,2.332666667,Average,2
5,10,Driving-7,elastic,0,0,3.807266951,0.00971241569,0.01058814763,3.801145,1980643.2,393,360,314,2948,2948,2948,2948,2948,2948,2948,5844,3.289003926,835.2894356,1593.305984,2.3882,Average,2
5,10,Driving-7,elastic,5,5000,4.476697206,0.0110263478,0.01160573698,4.456603,4451814.4,407,385,1500,2948,2948,4396,5844,7292,8740,8740,13084,4.77114066,837.142884,1650.985588,3.27725,Good,3
5,10,Driving-7,elastic,10,10000,4.644414902,0.008490703659,0.008681149533,4.644415,5842830.4,548,536,1603,2948,5844,7292,7292,7292,8740,8740,8740,4.931712109,1319.907602,2800.069703,3.698333333,Good,3
5,10,Driving-7,elastic,15,15000,4.450232029,0.007594252609,0.008014077758,4.431785,5252041.6,587,554,1500,2948,4396,4396,5844,7292,7292,8740,8740,5.673546307,1343.696997,3044.417822,3.91975,Good,3
5,10,Driving-7,elastic,20,20000,3.581050158,0.004973680774,0.005067081429,3.546957,6628024,721,701,1500,2948,4396,4396,4396,5844,5844,5844,8740,4.944457168,1276.708207,3852.468407,4.063666667,Excellent,4
5,10,Driving-7,elastic,25,25000,4.921120167,0.005943381844,0.006053222772,4.891004,7119912,829,809,1500,4396,4396,4396,5844,5844,7292,7292,8740,7.631106918,2344.946522,5745.52598,4.145,Excellent,4
5,10,Driving-7,elastic,30,30000,4.99753809,0.006808635,0.007159796562,4.997538,5390310.4,735,699,1500,2948,4396,4396,5844,5844,5844,5844,5844,4.489570375,1828.174505,4500.015164,4.207666667,Excellent,4
5,10,Driving-7,elastic,35,35000,4.514647007,0.006035624341,0.006218522039,4.514647,6142603.2,749,727,1500,2948,2948,4396,4396,5844,7292,7292,8740,4.01799971,1429.535244,4209.027806,4.251,Excellent,4
5,10,Driving-7,elastic,40,40000,4.566534042,0.009634038064,0.01020413199,4.561247,5669278.4,475,448,1603,2948,5844,7292,7292,7292,7292,8740,13084,3.57957373,846.3968856,1958.967978,4.288,Excellent,4
5,10,Driving-7,elastic,45,45000,4.992680073,0.007887330289,0.008391058824,4.99268,4295550.4,634,596,1500,2948,2948,4396,4396,4396,4396,5844,5844,4.790677854,1568.552259,3553.174468,4.312666667,Excellent,4
5,10,Driving-7,elastic,50,50000,4.521803856,0.01291943959,0.01273406289,4.049432,3672496,351,319,1136,2948,4170,5844,5844,7292,7292,8740,13084,3.482400899,770.2387815,1373.297278,4.34225,Excellent,4
5,10,Driving-7,elastic,55,55000,4.819136143,0.008858706145,0.009010136986,4.60418,3898560,545,512,1500,2948,2948,2948,4396,4396,4396,5844,7292,6.108387064,1192.319858,2657.480441,4.380333333,Excellent,4
5,10,Driving-7,elastic,60,60000,4.570220947,0.01820805158,0.01663485714,3.609764,1104608,252,218,52,1500,1500,2948,2948,2948,2948,2948,5844,4.006493571,966.4016867,1270.487895,4.404,Excellent,4
5,10,Driving-7,elastic,65,65000,4.613287926,0.03015220866,0.02153868376,2.520026,530083.2,154,118,52,52,1500,1500,2948,2948,2948,2948,2948,2.798004104,496.1287458,607.4477702,4.278,Excellent,4
5,10,Driving-7,elastic,70,70000,4.648732185,0.0484242936,0.06563931818,4.332195,275044.8,97,67,52,52,60,1500,2446,2948,2948,2948,2948,14.66134788,239.58582,282.9928126,4.02,Excellent,4
5,10,Driving-7,elastic,75,75000,4.947363138,0.0596067848,0.122392975,4.895719,179041.6,84,41,52,52,52,52,69,2446,2948,2948,2948,8.390663755,206.7072453,238.7705473,3.591,Good,3
5,10,Driving-7,elastic,80,80000,4.354578018,0.09265059613,0.1189054615,1.545771,58665.6,48,14,52,52,52,52,52,52,60,2948,2948,1.006622034,118.9008477,128.5218429,3.269,Good,3
5,10,Driving-7,elastic,85,85000,4.239971876,0.06523033656,0.1038161667,3.114485,119806.4,66,31,52,52,52,52,60,1500,2446,2948,2948,0.9107233767,107.5401874,127.2648726,3.001,Good,3
5,10,Driving-7,elastic,90,90000,4.783151865,0.05762833572,0.1422873871,4.410909,134056,84,32,52,52,52,52,52,60,1603,2948,2948,5.885437526,191.7515657,223.9288896,2.803333333,Average,2
5,10,Driving-7,elastic,95,95000,4.648778915,0.05469151665,0.07555468085,3.55107,192728,86,48,52,52,52,52,1500,1603,2948,2948,2948,1.601486859,210.7227743,244.3157105,2.688,Average,2
5,10,Driving-7,elastic,100,100000,4.789895058,0.06302493497,0.119747375,4.789895,170904,77,41,52,52,52,52,1500,2446,2948,2948,2948,3.780547904,164.696594,191.5848936,2.6415,Average,2
5,10,Driving-7,elastic,105,105000,4.696731091,0.03378943231,0.04323046316,4.106894,392971.2,140,96,52,52,52,1500,2024.5,2948,2948,2948,2948,6.948592589,313.6029644,406.4660895,2.5865,Average,2
5,10,Driving-7,elastic,110,110000,4.755674124,0.02990990015,0.03901892308,4.057968,472465.6,160,105,52,52,52,1500,2446,2948,2948,2948,2948,2.238556535,344.8101957,466.9722082,2.51425,Average,2
5,10,Driving-7,elastic,115,115000,4.504040003,0.02321670105,0.02030101325,3.065453,879737.6,195,152,52,52,1500,2948,2948,2948,2948,2948,5844,2.819368606,445.6877029,628.4485025,2.524,Average,2
5,10,Driving-7,elastic,120,120000,4.869931936,0.01917296038,0.01960678351,3.803716,1088638.4,255,195,52,52,2446,2948,2948,2948,2948,3866.5,4396,6.164951258,519.0698111,835.2842737,2.596333333,Average,2
5,10,Driving-7,elastic,125,125000,4.812880993,0.01956455688,0.02566698387,4.774059,1030416,247,187,52,52,1500,2948,2948,2948,2948,2948,4601,5.362677799,592.9316189,888.4108288,2.647666667,Average,2
5,10,Driving-7,elastic,130,130000,4.996566057,0.0213528464,0.0277587,4.996566,1160972.8,235,181,52,52,2446,2948,2948,2948,2948,4638,5844,3.801946484,646.4900935,912.6468577,2.704666667,Average,2
5,10,Driving-7,elastic,135,135000,4.771799088,0.0249832413,0.03768292,4.710365,767800,192,126,52,52,52,1603,2948,2948,2948,4396,5844,3.581767748,506.3253684,682.7264419,2.699333333,Average,2
5,10,Driving-7,elastic,140,140000,4.801459074,0.01928296817,0.01990012973,3.681524,1542212.8,250,186,52,52,1500,2948,2948,4396,5844,7292,8740,3.387899907,692.5863431,994.4206565,2.673,Average,2
5,10,Driving-7,elastic,145,145000,4.675422907,0.01425433813,0.009765908088,2.656327,1755497.6,329,273,52,1500,2948,2948,4396,4396,4396,4396,5844,3.629983644,879.2670791,1406.764389,2.712,Average,2
5,10,Driving-7,elastic,150,150000,4.739530087,0.01476489124,0.01582988755,3.941642,1689416,322,250,52,52,2446,2948,2948,4396,4396,4396,5844,3.454942258,782.6953092,1288.468561,2.722,Average,2
5,10,Driving-7,elastic,155,155000,4.860210896,0.01675934792,0.0185599726,4.064634,1640745.6,291,220,52,52,1500,2948,2948,4396,4396,5844,7292,3.585889252,791.9023256,1203.033607,2.754,Average,2
5,10,Driving-7,elastic,160,160000,4.86303401,0.01694436937,0.01746389823,3.946841,1988780.8,288,227,52,52,1603,2948,4396,5844,5844,5844,7292,3.430021461,757.1322081,1159.97518,2.787,Average,2
5,10,Driving-7,elastic,165,165000,4.608362913,0.009701816659,0.010759733,4.271614,4711688,476,398,52,1500,2948,2948,4396,5844,7292,10188,16458,4.036884658,1207.347257,2321.023808,2.832,Average,2
