intExpID,Type,Case,Protocol,total_users,user_no,intSeg,intArr,intDel,intSta,intRep,intDelRate,intActRate,intByteSize,floatBuf,algorithm_used,seg_Dur,width,height,resolutions,Clae,Duanmu,Yin,Yu,P1203
55,5g,Driving-9,tcp,1,1,117,230762,112,0,572,7415,415,103812,7253,elastic,2000,512,288,512x288,0.411,56.111,159833.111,1.553,2.472
55,5g,Driving-9,tcp,1,1,118,232764,108,0,572,9095,491,122788,7252,elastic,2000,512,288,512x288,0.403,56.053,160405.6,1.545,2.453
55,5g,Driving-9,tcp,1,1,119,234937,237,0,572,6099,722,180709,7079,elastic,2000,512,288,512x288,0.394,55.996,160978.089,1.537,2.453
55,5g,Driving-9,tcp,1,1,120,237125,283,0,766,5826,824,206123,6892,elastic,2000,512,288,512x288,0.39,55.942,161550.578,1.53,2.453
55,5g,Driving-9,tcp,1,1,1,107,106,0,239,160,8,2132,2000,elastic,2000,320,180,320x180,0,51.077,-5760.485,0.24,1.871
55,5g,Driving-9,tcp,1,1,2,2883,2128,0,239,309,329,82445,4000,elastic,2000,320,180,320x180,0.48,46.477,-11520.97,0.24,1.871
55,5g,Driving-9,tcp,1,1,3,6608,2897,0,239,323,468,117046,2276,elastic,2000,320,180,320x180,0.48,46.477,718.545,0.24,1.871
55,5g,Driving-9,tcp,1,1,4,9962,2643,1078,239,327,432,108123,2000,elastic,2000,320,180,320x180,0.48,56.628,4192.06,-19.91,1.744
55,5g,Driving-9,tcp,1,1,5,10999,346,0,239,1565,270,67720,2964,elastic,2000,320,180,320x180,0.48,55.133,4431.575,-19.948,1.76
55,5g,Driving-9,tcp,1,1,6,13028,1310,0,239,380,249,62348,2936,elastic,2000,320,180,320x180,0.48,46.477,1437.09,0.24,1.772
55,5g,Driving-9,tcp,1,1,7,14876,1145,0,239,372,212,53248,3088,elastic,2000,320,180,320x180,0.48,46.477,1676.605,0.24,1.779
55,5g,Driving-9,tcp,1,1,8,16492,894,0,239,413,184,46171,3472,elastic,2000,320,180,320x180,0.48,46.477,1916.12,0.24,1.785
55,5g,Driving-9,tcp,1,1,9,18372,1126,0,239,400,225,56343,3592,elastic,2000,320,180,320x180,0.48,46.477,2155.635,0.24,1.79
55,5g,Driving-9,tcp,1,1,10,19908,783,0,239,473,185,46325,4057,elastic,2000,320,180,320x180,0.48,46.477,2395.15,0.24,1.793
55,5g,Driving-9,tcp,1,1,11,21632,959,0,239,458,220,55018,4333,elastic,2000,320,180,320x180,0.48,46.477,2634.665,0.24,1.796
55,5g,Driving-9,tcp,1,1,12,23142,754,0,239,552,208,52119,4824,elastic,2000,320,180,320x180,0.48,46.477,2874.18,0.24,1.792
55,5g,Driving-9,tcp,1,1,13,24650,731,0,239,495,181,45321,5317,elastic,2000,320,180,320x180,0.48,46.477,3113.695,0.24,1.794
55,5g,Driving-9,tcp,1,1,14,25939,513,0,239,492,126,31597,6028,elastic,2000,320,180,320x180,0.48,46.477,3353.21,0.24,1.796
55,5g,Driving-9,tcp,1,1,15,27183,449,0,239,605,136,34006,6785,elastic,2000,320,180,320x180,0.48,46.477,3592.725,0.24,1.797
55,5g,Driving-9,tcp,1,1,16,28898,889,0,239,497,221,55270,7070,elastic,2000,320,180,320x180,0.48,46.477,3832.24,0.24,1.798
55,5g,Driving-9,tcp,1,1,17,30754,1041,0,239,509,264,66235,7214,elastic,2000,320,180,320x180,0.48,46.477,4071.755,0.24,1.799
55,5g,Driving-9,tcp,1,1,18,31700,124,0,239,4456,276,69071,8269,elastic,2000,320,180,320x180,0.48,46.477,4311.27,0.24,1.799
55,5g,Driving-9,tcp,1,1,19,32664,138,0,239,4280,295,73833,9305,elastic,2000,320,180,320x180,0.48,46.477,4550.785,0.24,1.8
55,5g,Driving-9,tcp,1,1,20,33802,253,0,378,3333,421,105420,10168,elastic,2000,384,216,384x216,0.442,46.623,4790.3,0.246,1.801
55,5g,Driving-9,tcp,1,1,21,34819,181,0,378,5158,466,116719,11151,elastic,2000,384,216,384x216,0.433,46.667,5168.877,0.253,1.802
55,5g,Driving-9,tcp,1,1,22,36196,451,0,766,5849,1319,329785,11775,elastic,2000,512,288,512x288,0.348,46.917,5547.454,0.276,1.867
55,5g,Driving-9,tcp,1,1,23,38126,1049,0,1801,4458,2338,584651,11845,elastic,2000,736,414,736x414,0.095,47.561,6313.752,0.342,1.997
55,5g,Driving-9,tcp,1,1,24,39310,276,0,1801,17436,2406,601553,12662,elastic,2000,736,414,736x414,0.009,47.987,8115.086,0.403,2.052
55,5g,Driving-9,tcp,1,1,25,40891,674,0,2422,9110,3070,767568,13081,elastic,2000,1280,720,1280x720,0,48.57,9916.42,0.484,2.112
55,5g,Driving-9,tcp,1,1,26,42835,1050,0,3091,7356,3862,965571,13137,elastic,2000,1280,720,1280x720,0,49.289,12338.787,0.584,2.181
55,5g,Driving-9,tcp,1,1,27,44148,380,0,3091,19547,3714,928511,13825,elastic,2000,1280,720,1280x720,0,49.939,15430.693,0.677,2.243
55,5g,Driving-9,tcp,1,1,28,45589,515,0,3918,17608,4534,1133573,14384,elastic,2000,1920,1080,1920x1080,0,50.78,18522.599,0.793,2.326
55,5g,Driving-9,tcp,1,1,29,47056,536,0,4375,17482,4685,1171307,14918,elastic,2000,1920,1080,1920x1080,0,51.629,22441.02,0.916,2.524
55,5g,Driving-9,tcp,1,1,30,48930,860,0,4375,9881,4249,1062270,15044,elastic,2000,1920,1080,1920x1080,0,52.436,26816.039,1.032,2.556
55,5g,Driving-9,tcp,1,1,31,50752,847,0,4375,7905,3348,837012,15223,elastic,2000,1920,1080,1920x1080,0,53.191,31191.058,1.14,2.59
55,5g,Driving-9,tcp,1,1,32,53214,1454,0,4375,5346,3886,971715,14762,elastic,2000,1920,1080,1920x1080,0,53.898,35566.077,1.241,2.615
55,5g,Driving-9,tcp,1,1,33,55170,944,0,3918,8557,4039,1009774,14807,elastic,2000,1920,1080,1920x1080,0,54.455,39027.9,1.322,2.658
55,5g,Driving-9,tcp,1,1,34,56869,718,0,3091,5066,1818,454739,15108,elastic,2000,1280,720,1280x720,0,54.839,41293.291,1.374,2.689
55,5g,Driving-9,tcp,1,1,35,58877,1031,0,2422,3905,2013,503338,15100,elastic,2000,1280,720,1280x720,0,55.053,43046.119,1.404,2.714
55,5g,Driving-9,tcp,1,1,36,60158,216,0,1801,8734,943,235821,15820,elastic,2000,736,414,736x414,0,55.131,44226.42,1.415,2.715
55,5g,Driving-9,tcp,1,1,37,61548,386,0,1801,5864,1131,282955,16431,elastic,2000,736,414,736x414,0,55.204,46027.754,1.425,2.723
55,5g,Driving-9,tcp,1,1,38,62773,190,0,1801,10255,974,243575,17207,elastic,2000,736,414,736x414,0,55.273,47829.088,1.435,2.746
55,5g,Driving-9,tcp,1,1,39,64136,295,0,2422,9065,1337,334285,17844,elastic,2000,1280,720,1280x720,0,55.451,49630.422,1.461,2.782
55,5g,Driving-9,tcp,1,1,40,65702,459,0,2422,5687,1305,326342,18278,elastic,2000,1280,720,1280x720,0,55.62,52052.789,1.485,2.805
55,5g,Driving-9,tcp,1,1,41,67187,378,0,2422,8194,1548,387191,18794,elastic,2000,1280,720,1280x720,0,55.78,54475.156,1.507,2.835
55,5g,Driving-9,tcp,1,1,42,68635,373,0,2422,8126,1515,378882,19346,elastic,2000,1280,720,1280x720,0,55.932,56897.523,1.529,2.855
55,5g,Driving-9,tcp,1,1,43,70053,337,0,3091,12984,2187,546986,19928,elastic,2000,1280,720,1280x720,0,56.19,59319.89,1.566,2.873
55,5g,Driving-9,tcp,1,1,44,71532,370,0,3091,12084,2235,558901,20449,elastic,2000,1280,720,1280x720,0,56.433,62411.796,1.6,2.89
55,5g,Driving-9,tcp,1,1,45,73125,473,0,3091,7093,1677,419398,20856,elastic,2000,1280,720,1280x720,0,56.665,65503.702,1.633,2.925
55,5g,Driving-9,tcp,1,1,46,75088,854,0,3091,4220,1802,450535,20894,elastic,2000,1280,720,1280x720,0.038,56.887,68595.608,1.665,2.954
55,5g,Driving-9,tcp,1,1,47,76699,460,0,2422,6648,1529,382287,21283,elastic,2000,1280,720,1280x720,0.077,57.002,70348.436,1.681,2.97
55,5g,Driving-9,tcp,1,1,48,78371,430,0,2422,7097,1525,381468,21611,elastic,2000,1280,720,1280x720,0.116,57.11,72770.803,1.697,2.993
55,5g,Driving-9,tcp,1,1,49,79773,259,0,2422,14306,1852,463168,22209,elastic,2000,1280,720,1280x720,0.153,57.214,75193.17,1.711,3.025
55,5g,Driving-9,tcp,1,1,50,81347,347,0,2422,10199,1769,442418,22635,elastic,2000,1280,720,1280x720,0.189,57.313,77615.537,1.726,3.039
55,5g,Driving-9,tcp,1,1,51,82942,338,0,2422,6561,1108,277243,23041,elastic,2000,1280,720,1280x720,0.224,57.409,80037.904,1.739,3.054
55,5g,Driving-9,tcp,1,1,52,84453,273,0,3091,6394,872,218200,23531,elastic,2000,1280,720,1280x720,0.26,57.593,82460.271,1.765,3.095
55,5g,Driving-9,tcp,1,1,53,86202,520,0,3091,15283,3973,993410,23783,elastic,2000,1280,720,1280x720,0.296,57.769,85552.177,1.79,3.106
55,5g,Driving-9,tcp,1,1,54,87867,428,0,3091,22342,4781,1195318,24118,elastic,2000,1280,720,1280x720,0.331,57.937,88644.083,1.814,3.117
55,5g,Driving-9,tcp,1,1,55,90936,1834,0,3091,5855,5369,1342304,23050,elastic,2000,1280,720,1280x720,0.365,58.1,91735.989,1.838,3.128
55,5g,Driving-9,tcp,1,1,56,94204,2053,0,3091,6492,6664,1666213,21782,elastic,2000,1280,720,1280x720,0.399,58.257,94827.895,1.86,3.138
55,5g,Driving-9,tcp,1,1,57,95956,509,0,2422,19395,4936,1234034,22030,elastic,2000,1280,720,1280x720,0.428,58.328,96580.723,1.87,3.158
55,5g,Driving-9,tcp,1,1,58,99241,2037,0,3091,4694,4781,1195287,20745,elastic,2000,1280,720,1280x720,0.461,58.477,99003.09,1.891,3.168
55,5g,Driving-9,tcp,1,1,59,101298,770,0,2422,6617,2547,636908,20689,elastic,2000,1280,720,1280x720,0.488,58.542,100755.918,1.9,3.18
55,5g,Driving-9,tcp,1,1,60,102924,371,0,1801,4869,903,225845,21064,elastic,2000,736,414,736x414,0.504,58.53,101936.219,1.898,3.163
55,5g,Driving-9,tcp,1,1,61,104658,448,0,1801,8582,1922,480636,21330,elastic,2000,736,414,736x414,0.52,58.519,103737.553,1.897,3.161
55,5g,Driving-9,tcp,1,1,62,106528,541,0,1801,8044,2175,543990,21460,elastic,2000,736,414,736x414,0.535,58.508,105538.887,1.895,3.16
55,5g,Driving-9,tcp,1,1,63,108083,253,0,1801,10708,1354,338654,21905,elastic,2000,736,414,736x414,0.55,58.497,107340.221,1.894,3.156
55,5g,Driving-9,tcp,1,1,64,110299,886,0,1801,3291,1458,364569,21690,elastic,2000,736,414,736x414,0.565,58.487,109141.555,1.892,3.151
55,5g,Driving-9,tcp,1,1,65,112226,621,0,1801,5795,1799,449896,21764,elastic,2000,736,414,736x414,0.579,58.478,110942.889,1.891,3.151
55,5g,Driving-9,tcp,1,1,66,114002,441,0,1801,5638,1243,310807,21988,elastic,2000,736,414,736x414,0.593,58.468,112744.223,1.89,3.148
55,5g,Driving-9,tcp,1,1,67,115595,298,0,1801,6747,1005,251361,22396,elastic,2000,736,414,736x414,0.607,58.459,114545.557,1.888,3.151
55,5g,Driving-9,tcp,1,1,68,117222,241,0,1801,7087,854,213504,22769,elastic,2000,736,414,736x414,0.62,58.45,116346.891,1.887,3.135
55,5g,Driving-9,tcp,1,1,69,118709,113,0,1077,8118,458,114669,23282,elastic,2000,640,360,640x360,0.614,58.371,116701.401,1.875,3.097
55,5g,Driving-9,tcp,1,1,70,120301,220,0,1801,20491,2254,563526,23691,elastic,2000,736,414,736x414,0.627,58.367,117779.323,1.874,3.098
55,5g,Driving-9,tcp,1,1,71,122353,646,0,2422,9404,3037,759389,23640,elastic,2000,1280,720,1280x720,0.648,58.42,119580.657,1.882,3.113
55,5g,Driving-9,tcp,1,1,72,124349,604,0,2422,6054,1828,457133,23645,elastic,2000,1280,720,1280x720,0.67,58.473,122003.024,1.889,3.128
55,5g,Driving-9,tcp,1,1,73,126742,943,0,2422,5182,2443,610942,23252,elastic,2000,1280,720,1280x720,0.69,58.524,124425.391,1.897,3.148
55,5g,Driving-9,tcp,1,1,74,128394,253,0,2422,11044,1397,349290,23601,elastic,2000,1280,720,1280x720,0.711,58.573,126847.758,1.904,3.162
55,5g,Driving-9,tcp,1,1,75,129863,29,0,2422,2259,32,8190,24132,elastic,2000,1280,720,1280x720,0.73,58.622,129270.125,1.911,3.163
55,5g,Driving-9,tcp,1,1,76,131911,659,0,1077,3676,1211,302890,24084,elastic,2000,640,360,640x360,0.723,58.567,129003.602,1.9,3.133
55,5g,Driving-9,tcp,1,1,77,136251,2899,0,1077,1317,1909,477344,21745,elastic,2000,640,360,640x360,0.717,58.492,130081.524,1.889,3.086
55,5g,Driving-9,tcp,1,1,78,138136,413,0,766,6623,1367,341923,21861,elastic,2000,512,288,512x288,0.7,58.381,130536.198,1.875,2.933
55,5g,Driving-9,tcp,1,1,79,139932,338,0,766,6689,1130,282619,22065,elastic,2000,512,288,512x288,0.685,58.283,131302.496,1.861,2.883
55,5g,Driving-9,tcp,1,1,80,141779,306,0,766,8304,1270,317664,22219,elastic,2000,512,288,512x288,0.67,58.187,132068.794,1.847,2.861
55,5g,Driving-9,tcp,1,1,81,143529,248,0,766,7997,991,247929,22470,elastic,2000,512,288,512x288,0.655,58.093,132835.092,1.834,2.837
55,5g,Driving-9,tcp,1,1,82,145393,314,0,1077,8962,1407,351764,22606,elastic,2000,640,360,640x360,0.651,58.019,133601.39,1.824,2.848
55,5g,Driving-9,tcp,1,1,83,147627,652,0,1801,6316,2059,514824,22372,elastic,2000,736,414,736x414,0.662,58.02,134679.312,1.824,2.863
55,5g,Driving-9,tcp,1,1,84,149756,551,0,1801,8119,2237,559251,22244,elastic,2000,736,414,736x414,0.673,58.018,136480.646,1.824,2.873
55,5g,Driving-9,tcp,1,1,85,152015,734,0,1801,5489,2014,503625,21985,elastic,2000,736,414,736x414,0.683,58.016,138281.98,1.824,2.819
55,5g,Driving-9,tcp,1,1,86,154678,1050,0,1801,3282,1723,430805,21323,elastic,2000,736,414,736x414,0.694,58.014,140083.314,1.823,2.803
55,5g,Driving-9,tcp,1,1,87,156718,465,0,1077,4773,1109,277442,21283,elastic,2000,640,360,640x360,0.689,57.956,140437.824,1.815,2.783
55,5g,Driving-9,tcp,1,1,88,158709,436,0,1077,5691,1240,310190,21293,elastic,2000,640,360,640x360,0.685,57.898,141515.746,1.806,2.781
55,5g,Driving-9,tcp,1,1,89,160614,357,0,1077,9785,1746,436661,21388,elastic,2000,640,360,640x360,0.681,57.84,142593.668,1.798,2.782
55,5g,Driving-9,tcp,1,1,90,162751,511,0,1077,8428,2153,538399,21251,elastic,2000,640,360,640x360,0.677,57.784,143671.59,1.79,2.784
55,5g,Driving-9,tcp,1,1,91,164864,529,0,1077,6383,1688,422122,21139,elastic,2000,640,360,640x360,0.674,57.729,144749.512,1.782,2.784
55,5g,Driving-9,tcp,1,1,92,168337,1880,0,1801,4431,4165,1041401,19667,elastic,2000,736,414,736x414,0.684,57.733,145827.434,1.783,2.797
55,5g,Driving-9,tcp,1,1,93,170520,530,0,1077,5462,1447,361919,19484,elastic,2000,640,360,640x360,0.68,57.681,146181.944,1.775,2.793
55,5g,Driving-9,tcp,1,1,94,172778,539,0,1077,4919,1325,331458,19227,elastic,2000,640,360,640x360,0.677,57.63,147259.866,1.768,2.791
55,5g,Driving-9,tcp,1,1,95,174997,607,0,1077,6391,1939,484957,19008,elastic,2000,640,360,640x360,0.674,57.579,148337.788,1.76,2.793
55,5g,Driving-9,tcp,1,1,96,176779,153,0,1077,8284,633,158446,19226,elastic,2000,640,360,640x360,0.671,57.529,149415.71,1.753,2.78
55,5g,Driving-9,tcp,1,1,97,178796,332,0,1077,7289,1210,302515,19210,elastic,2000,640,360,640x360,0.668,57.48,150493.632,1.746,2.781
55,5g,Driving-9,tcp,1,1,98,180735,280,0,1077,11079,1551,387795,19272,elastic,2000,640,360,640x360,0.665,57.433,151571.554,1.739,2.782
55,5g,Driving-9,tcp,1,1,99,183060,630,0,1801,5108,1609,402319,18947,elastic,2000,736,414,736x414,0.675,57.439,152649.476,1.74,2.79
55,5g,Driving-9,tcp,1,1,100,185099,366,0,1801,14612,2674,668502,18909,elastic,2000,736,414,736x414,0.684,57.443,154450.81,1.741,2.8
54,5g,Driving-9,tcp,1,1,1,109,108,0,239,157,8,2132,2000,elastic,2000,320,180,320x180,0,51.077,-5760.485,0.24,1.871
54,5g,Driving-9,tcp,1,1,2,2909,2136,0,239,308,329,82445,4000,elastic,2000,320,180,320x180,0.48,46.477,-11520.97,0.24,1.871
54,5g,Driving-9,tcp,1,1,3,6007,2384,0,239,392,468,117046,2902,elastic,2000,320,180,320x180,0.48,46.477,718.545,0.24,1.871
54,5g,Driving-9,tcp,1,1,4,9385,2696,476,239,320,432,108123,2000,elastic,2000,320,180,320x180,0.48,50.959,2386.06,-20.102,1.782
54,5g,Driving-9,tcp,1,1,5,11002,933,0,239,580,270,67720,2384,elastic,2000,320,180,320x180,0.48,50.008,2625.575,-20.19,1.798
54,5g,Driving-9,tcp,1,1,6,13079,1325,0,239,376,249,62348,2307,elastic,2000,320,180,320x180,0.48,46.477,1437.09,0.24,1.79
54,5g,Driving-9,tcp,1,1,7,14971,1194,0,239,356,212,53248,2416,elastic,2000,320,180,320x180,0.48,46.477,1676.605,0.24,1.793
54,5g,Driving-9,tcp,1,1,8,16686,988,0,239,373,184,46171,2702,elastic,2000,320,180,320x180,0.48,46.477,1916.12,0.24,1.796
54,5g,Driving-9,tcp,1,1,9,18515,1109,0,239,406,225,56343,2873,elastic,2000,320,180,320x180,0.48,46.477,2155.635,0.24,1.797
54,5g,Driving-9,tcp,1,1,10,20068,782,0,239,473,185,46325,3321,elastic,2000,320,180,320x180,0.48,46.477,2395.15,0.24,1.799
54,5g,Driving-9,tcp,1,1,11,21756,924,0,239,476,220,55018,3634,elastic,2000,320,180,320x180,0.48,46.477,2634.665,0.24,1.8
54,5g,Driving-9,tcp,1,1,12,23157,627,0,239,664,208,52119,4234,elastic,2000,320,180,320x180,0.48,46.477,2874.18,0.24,1.801
54,5g,Driving-9,tcp,1,1,13,24914,978,0,239,370,181,45321,4477,elastic,2000,320,180,320x180,0.48,46.477,3113.695,0.24,1.802
54,5g,Driving-9,tcp,1,1,14,26251,517,0,239,488,126,31597,5140,elastic,2000,320,180,320x180,0.48,46.477,3353.21,0.24,1.802
54,5g,Driving-9,tcp,1,1,15,27206,145,0,239,1876,136,34006,6186,elastic,2000,320,180,320x180,0.48,46.477,3592.725,0.24,1.803
54,5g,Driving-9,tcp,1,1,16,28892,848,0,239,521,221,55270,6500,elastic,2000,320,180,320x180,0.48,46.477,3832.24,0.24,1.803
54,5g,Driving-9,tcp,1,1,17,30836,1136,0,239,466,264,66235,6557,elastic,2000,320,180,320x180,0.48,46.477,4071.755,0.24,1.804
54,5g,Driving-9,tcp,1,1,18,31845,136,0,239,4062,276,69071,7548,elastic,2000,320,180,320x180,0.48,46.477,4311.27,0.24,1.804
54,5g,Driving-9,tcp,1,1,19,32893,143,0,239,4130,295,73833,8501,elastic,2000,320,180,320x180,0.48,46.477,4550.785,0.24,1.804
54,5g,Driving-9,tcp,1,1,20,34055,272,0,378,3100,421,105420,9340,elastic,2000,384,216,384x216,0.442,46.623,4790.3,0.246,1.805
54,5g,Driving-9,tcp,1,1,21,35170,258,0,378,3619,466,116719,10225,elastic,2000,384,216,384x216,0.433,46.667,5168.877,0.253,1.807
54,5g,Driving-9,tcp,1,1,22,36383,340,0,766,7759,1319,329785,11013,elastic,2000,512,288,512x288,0.348,46.917,5547.454,0.276,1.872
54,5g,Driving-9,tcp,1,1,23,37838,588,0,1801,7954,2338,584651,11559,elastic,2000,736,414,736x414,0.095,47.561,6313.752,0.342,2
54,5g,Driving-9,tcp,1,1,24,39357,643,0,1801,7484,2406,601553,12040,elastic,2000,736,414,736x414,0.009,47.987,8115.086,0.403,2.055
54,5g,Driving-9,tcp,1,1,25,41404,1173,0,2422,5234,3070,767568,11993,elastic,2000,1280,720,1280x720,0,48.57,9916.42,0.484,2.115
54,5g,Driving-9,tcp,1,1,26,43456,1188,0,2422,5032,2989,747264,11942,elastic,2000,1280,720,1280x720,0,49.092,12338.787,0.559,2.186
54,5g,Driving-9,tcp,1,1,27,44841,378,0,2422,15556,2940,735059,12557,elastic,2000,1280,720,1280x720,0,49.575,14761.154,0.628,2.25
54,5g,Driving-9,tcp,1,1,28,46313,550,0,3091,13170,3621,905462,13086,elastic,2000,1280,720,1280x720,0,50.208,17183.521,0.716,2.335
54,5g,Driving-9,tcp,1,1,29,47507,198,0,3091,33690,3335,833850,13892,elastic,2000,1280,720,1280x720,0,50.782,20275.427,0.798,2.49
54,5g,Driving-9,tcp,1,1,30,49215,704,0,3918,10841,3816,954031,14185,elastic,2000,1920,1080,1920x1080,0,51.54,23367.333,0.902,2.566
54,5g,Driving-9,tcp,1,1,31,51548,1334,0,4375,5019,3348,837012,13853,elastic,2000,1920,1080,1920x1080,0,52.309,27285.754,1.014,2.599
54,5g,Driving-9,tcp,1,1,32,53153,636,0,4375,12222,3886,971715,14248,elastic,2000,1920,1080,1920x1080,0,53.044,31660.773,1.119,2.623
54,5g,Driving-9,tcp,1,1,33,54888,759,0,4375,11953,4536,1134060,14514,elastic,2000,1920,1080,1920x1080,0,53.735,36035.792,1.217,2.666
54,5g,Driving-9,tcp,1,1,34,57101,1215,0,3918,4096,2488,622122,14301,elastic,2000,1920,1080,1920x1080,0,54.279,39497.615,1.297,2.689
54,5g,Driving-9,tcp,1,1,35,58696,583,0,2422,6906,2013,503338,14707,elastic,2000,1280,720,1280x720,0,54.576,40423.928,1.329,2.717
54,5g,Driving-9,tcp,1,1,36,60108,360,0,2422,6650,1197,299282,15295,elastic,2000,1280,720,1280x720,0,54.789,42846.295,1.359,2.744
54,5g,Driving-9,tcp,1,1,37,61393,271,0,2422,10590,1435,358755,16010,elastic,2000,1280,720,1280x720,0,54.99,45268.662,1.388,2.774
54,5g,Driving-9,tcp,1,1,38,63023,589,0,2422,4329,1275,318780,16381,elastic,2000,1280,720,1280x720,0,55.18,47691.029,1.415,2.812
54,5g,Driving-9,tcp,1,1,39,64309,244,0,1801,8646,1054,263711,17095,elastic,2000,736,414,736x414,0,55.246,48871.33,1.425,2.801
54,5g,Driving-9,tcp,1,1,40,65974,634,0,2422,4117,1305,326342,17431,elastic,2000,1280,720,1280x720,0,55.417,50672.664,1.45,2.823
54,5g,Driving-9,tcp,1,1,41,67466,441,0,1801,5533,1220,305057,17939,elastic,2000,736,414,736x414,0,55.474,51852.965,1.459,2.837
54,5g,Driving-9,tcp,1,1,42,68882,281,0,1801,9129,1282,320689,18524,elastic,2000,736,414,736x414,0,55.531,53654.299,1.467,2.843
54,5g,Driving-9,tcp,1,1,43,70205,255,0,1801,11735,1496,374070,19202,elastic,2000,736,414,736x414,0,55.586,55455.633,1.475,2.85
54,5g,Driving-9,tcp,1,1,44,71791,523,0,2422,6728,1759,439869,19616,elastic,2000,1280,720,1280x720,0,55.734,57256.967,1.496,2.863
54,5g,Driving-9,tcp,1,1,45,73427,547,0,2422,4715,1289,322400,19981,elastic,2000,1280,720,1280x720,0.015,55.879,59679.334,1.517,2.88
54,5g,Driving-9,tcp,1,1,46,74984,443,0,2422,6140,1360,340011,20425,elastic,2000,1280,720,1280x720,0.055,56.016,62101.701,1.536,2.919
54,5g,Driving-9,tcp,1,1,47,76873,723,0,2422,4230,1529,382287,20537,elastic,2000,1280,720,1280x720,0.093,56.148,64524.068,1.555,2.956
54,5g,Driving-9,tcp,1,1,48,78571,557,0,1801,4134,1151,287857,20840,elastic,2000,736,414,736x414,0.121,56.182,65704.369,1.56,2.956
54,5g,Driving-9,tcp,1,1,49,79899,124,0,1801,21346,1323,330870,21512,elastic,2000,736,414,736x414,0.148,56.217,67505.703,1.565,2.961
54,5g,Driving-9,tcp,1,1,50,81370,263,0,1801,9549,1255,313924,22042,elastic,2000,736,414,736x414,0.175,56.25,69307.037,1.57,2.941
54,5g,Driving-9,tcp,1,1,51,82809,262,0,1801,5957,780,195098,22603,elastic,2000,736,414,736x414,0.2,56.281,71108.371,1.575,2.899
54,5g,Driving-9,tcp,1,1,52,84197,176,0,1801,6973,613,153406,23216,elastic,2000,736,414,736x414,0.225,56.312,72909.705,1.579,2.797
54,5g,Driving-9,tcp,1,1,53,85944,557,0,2422,10893,3033,758478,23469,elastic,2000,1280,720,1280x720,0.257,56.422,74711.039,1.595,2.827
54,5g,Driving-9,tcp,1,1,54,87979,833,0,3091,11479,4781,1195318,23434,elastic,2000,1280,720,1280x720,0.287,56.616,77133.406,1.623,2.963
54,5g,Driving-9,tcp,1,1,55,91391,2180,0,3091,4925,5369,1342304,22023,elastic,2000,1280,720,1280x720,0.317,56.803,80225.312,1.649,2.978
54,5g,Driving-9,tcp,1,1,56,95226,2572,0,2422,3956,5087,1271964,20189,elastic,2000,1280,720,1280x720,0.346,56.901,81978.14,1.663,2.992
54,5g,Driving-9,tcp,1,1,57,97924,1445,0,1801,4372,3158,789713,19491,elastic,2000,736,414,736x414,0.367,56.916,83158.441,1.665,2.995
54,5g,Driving-9,tcp,1,1,58,100107,918,0,1801,5331,2447,611758,19309,elastic,2000,736,414,736x414,0.387,56.933,84959.775,1.668,3
54,5g,Driving-9,tcp,1,1,59,101793,412,0,1077,5678,1169,292441,19624,elastic,2000,640,360,640x360,0.387,56.865,85314.285,1.658,2.987
54,5g,Driving-9,tcp,1,1,60,103360,254,0,1077,4106,521,130367,20058,elastic,2000,640,360,640x360,0.388,56.798,86392.207,1.648,2.838
54,5g,Driving-9,tcp,1,1,61,105249,561,0,1077,4315,1210,302593,20169,elastic,2000,640,360,640x360,0.389,56.732,87470.129,1.639,2.83
54,5g,Driving-9,tcp,1,1,62,106882,336,0,1077,7655,1286,321542,20537,elastic,2000,640,360,640x360,0.389,56.669,88548.051,1.63,2.824
54,5g,Driving-9,tcp,1,1,63,108599,358,0,1077,4380,784,196041,20820,elastic,2000,640,360,640x360,0.39,56.608,89625.973,1.621,2.814
54,5g,Driving-9,tcp,1,1,64,110295,303,0,1077,5772,874,218635,21125,elastic,2000,640,360,640x360,0.391,56.548,90703.895,1.613,2.803
54,5g,Driving-9,tcp,1,1,65,111995,381,0,1077,5446,1037,259371,21425,elastic,2000,640,360,640x360,0.393,56.491,91781.817,1.604,2.799
54,5g,Driving-9,tcp,1,1,66,113697,258,0,1077,5640,727,181904,21724,elastic,2000,640,360,640x360,0.394,56.435,92859.739,1.596,2.792
54,5g,Driving-9,tcp,1,1,67,115425,294,0,1801,6839,1005,251361,21996,elastic,2000,736,414,736x414,0.411,56.458,93937.661,1.599,2.798
54,5g,Driving-9,tcp,1,1,68,116959,144,0,1077,7391,532,133047,22462,elastic,2000,640,360,640x360,0.413,56.407,94292.171,1.592,2.761
54,5g,Driving-9,tcp,1,1,69,118508,174,0,1801,8453,735,183867,22913,elastic,2000,736,414,736x414,0.43,56.43,95370.093,1.595,2.744
54,5g,Driving-9,tcp,1,1,70,120355,478,0,1801,9431,2254,563526,23067,elastic,2000,736,414,736x414,0.446,56.451,97171.427,1.598,2.747
54,5g,Driving-9,tcp,1,1,71,122364,562,0,1801,6835,1920,480195,23059,elastic,2000,736,414,736x414,0.462,56.471,98972.761,1.601,2.757
54,5g,Driving-9,tcp,1,1,72,124266,513,0,2422,7128,1828,457133,23157,elastic,2000,1280,720,1280x720,0.484,56.549,100774.095,1.612,2.782
